rank_diff;overall_diff;hard_diff;gs_diff;m1000_diff;deciding_diff;tiebreak_diff;after_win_diff;after_loss_diff;serve1_diff;serve2_diff;bp_saved_diff;bp_conv_diff;aces_diff;label
9.5;0.017000000000000015;0.04400000000000004;0.014999999999999902;0.07100000000000001;-0.026999999999999913;0.08949999999999997;-0.01200000000000001;31;1.5800000000000125;3.3000000000000043;7.359999999999992;-5.369999999999997;-66.0;1
-9.5;-0.017000000000000015;-0.04400000000000004;-0.014999999999999902;-0.07100000000000001;0.026999999999999913;-0.08949999999999997;0.01200000000000001;-31;-1.5800000000000125;-3.3000000000000043;-7.359999999999992;5.369999999999997;66.0;0
-0.0;-0.15500000000000003;0.028000000000000025;0.07100000000000001;-0.044999999999999984;-0.04399999999999993;0.0;-0.01200000000000001;-0.037000000000000005;2.5400000000000063;2.25;6.709999999999994;1.990000000000002;-24.0;1
0.0;0.15500000000000003;-0.028000000000000025;-0.07100000000000001;0.044999999999999984;0.04399999999999993;-0.0;0.01200000000000001;0.037000000000000005;-2.5400000000000063;-2.25;-6.709999999999994;-1.990000000000002;24.0;0
17.5;0.21699999999999997;0.061999999999999944;0.23299999999999998;0.07099999999999995;0.0;-0.0034999999999999476;0.0030000000000000027;0.14599999999999996;3.859999999999985;-0.8100000000000023;3.2900000000000063;-0.4299999999999997;117.0;1
-17.5;-0.21699999999999997;-0.061999999999999944;-0.23299999999999998;-0.07099999999999995;-0.0;0.0034999999999999476;-0.0030000000000000027;-0.14599999999999996;-3.859999999999985;0.8100000000000023;-3.2900000000000063;0.4299999999999997;-117.0;0
29.5;0.42700000000000005;383;364;0.45199999999999996;0.04399999999999993;0.3385;125;33;7.189999999999998;4.719999999999999;12.040000000000006;-1.1000000000000014;194.0;1
-29.5;-0.42700000000000005;-383;-364;-0.45199999999999996;-0.04399999999999993;-0.3385;-125;-33;-7.189999999999998;-4.719999999999999;-12.040000000000006;1.1000000000000014;-194.0;0
-0.0;0.16300000000000003;0.0;0.07099999999999995;0.044999999999999984;0.0;0.0;0.0;168;0.0;0.0;0.0;0.0;-14.0;1
0.0;-0.16300000000000003;-0.0;-0.07099999999999995;-0.044999999999999984;-0.0;-0.0;-0.0;-168;-0.0;-0.0;-0.0;-0.0;14.0;0
-29.5;-0.47200000000000003;-383;-0.29300000000000004;-0.45199999999999996;-0.04399999999999993;-0.3385;-125;31;-7.189999999999998;-4.719999999999999;-12.040000000000006;1.1000000000000014;-208.0;1
29.5;0.47200000000000003;383;0.29300000000000004;0.45199999999999996;0.04399999999999993;0.3385;125;-31;7.189999999999998;4.719999999999999;12.040000000000006;-1.1000000000000014;208.0;0
-27.0;-0.26499999999999996;-0.22500000000000003;-0.23800000000000004;-0.23700000000000004;-0.14900000000000002;-0.16699999999999998;-135;-241;-2.719999999999999;-4.57;-0.14000000000000057;3.6599999999999966;-39.0;1
27.0;0.26499999999999996;0.22500000000000003;0.23800000000000004;0.23700000000000004;0.14900000000000002;0.16699999999999998;135;241;2.719999999999999;4.57;0.14000000000000057;-3.6599999999999966;39.0;0
0.5;0.19899999999999995;0.13500000000000006;-133;-0.03799999999999998;262;0.18800000000000006;0.27;0.03;6.439999999999998;4.040000000000006;1.3400000000000034;-5.990000000000002;79.0;1
-0.5;-0.19899999999999995;-0.13500000000000006;133;0.03799999999999998;-262;-0.18800000000000006;-0.27;-0.03;-6.439999999999998;-4.040000000000006;-1.3400000000000034;5.990000000000002;-79.0;0
-0.0;-0.07600000000000001;-64;-0.16699999999999998;0.0;-0.19200000000000006;0.04849999999999999;-0.17099999999999993;-0.023000000000000007;7.079999999999984;5.659999999999997;14.11;-3.6000000000000014;226.0;1
